GROUP,PRINTER NAME,QUEUE NAME,LOCATION,MANAGED,SUPPLY CONTACT,TONER ALERT STATUS
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-506C-C01,HSPH-Crimson-Print,"Kresge Building, Floor 5, Room 506C",Kresge Building,TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-609-B01,HSPH-Crimson-Print,"Kresge Building, Floor 6, Room 609",Kresge Building,TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-721-C01,HSPH-Crimson-Print,"Kresge Building, Floor 7, Room 721 (kitchen)",Kresge Building,TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-820A-C01,HSPH-Crimson-Print,"Kresge Building, Floor 8, Room 820A",Kresge Building,TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-909-C01,HSPH-Crimson-Print,"Kresge Building, Floor 9, Room 909",Kresge Building,TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-FL10-HALLWAY-C01,HSPH-Crimson-Print,"Kresge Building, Floor 10, Hallway",Kresge Building,TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-1001-C01,HSPH-Crimson-Print,"Kresge Building, Floor 10, Room 1001",Kresge Building,TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-1005-C01,HSPH-Crimson-Print,"Kresge Building, Floor 10, Room 1005",Kresge Building,TBD,
Harvard T.H. Chan School of Public Health,HSPH-KRESGE-1007-C01,HSPH-Crimson-Print,"Kresge Building, Floor 10, Room 1007",Kresge Building,TBD,
Harvard T.H. Chan School of Public Health,HSPH-Landmark-HWL3-C20-C01,HSPH-Crimson-Print,"Landmark Center, Floor 3, Room L3-C20 (Corridor)",Landmark Center,TBD,
Harvard T.H. Chan School of Public Health,HSPH-Landmark-L3-099-C01,HSPH-Crimson-Print,"Landmark Center, Floor 3, Room L3-099",Landmark Center,TBD,
Harvard T.H. Chan School of Public Health,HSPH-Landmark-L3-111-C01,HSPH-Crimson-Print,"Landmark Center, Floor 3, Room L3-111",Landmark Center,TBD,
Harvard T.H. Chan School of Public Health,HSPH-LANDMARK-405-C01,HSPH-Crimson-Print,"Landmark Center, Floor 4, Room 405 (mailroom)",Landmark Center,TBD,
